CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,UTILIZATION_RATIO,PAYMENT_TO_BALANCE,SPEND_VELOCITY,INSTALLMENT_FREQUENCY,CASH_ADVANCE_RATIO,PURCHASE_TYPE_RATIO,CLUSTER_ID,SEGMENT_NAME,PC1,PC2,BALANCE_OUTLIER,PURCHASE_OUTLIER,CASH_OUTLIER,CLASSIC_OUTLIER_FLAG,ANOMALY_SCORE,ANOMALY_FLAG,FRAUD_RISK_SCORE
C14779,200.988312,0.181818,0.0,0.0,0.0,1864.566564,0.0,0.0,0.0,0.083333,5.0,0.0,2500.0,9724.871142,332.480788,1.0,12.0,0.0803953248,48.145712223190415,0.0,0.0,0.9994639698098706,0.0,2,Revolvers,1.0033952367061914,-0.1278242159505271,False,False,False,0,0.06986774303913224,0,39.09
C14780,2173.970603,1.0,0.0,0.0,0.0,1192.786167,0.0,0.0,0.0,0.25,4.0,0.0,2400.0,445.866028,1043.148468,0.0,12.0,0.9058210845833334,0.2049986456759479,0.0,0.0,0.9991623290438078,0.0,2,Revolvers,0.97930119849532,-1.864134658750563,False,False,False,0,0.19482543779782557,0,7.41
C14781,158.878732,1.0,738.65,0.0,738.65,109.368455,0.833333,0.0,0.833333,0.083333,1.0,16.0,7500.0,899.2372,170.492035,0.166667,12.0,0.0211838309333333,5.62449544571069,0.0984866666666666,0.9986480091935376,0.1288175237604228,0.0,1,Dormant/Low Engagement,-0.9434892464117952,0.3036519737128416,False,False,False,0,0.17513507838567682,0,12.4
C14783,1464.636143,1.0,0.0,0.0,0.0,2773.394382,0.0,0.0,0.0,0.25,8.0,0.0,1500.0,1751.449835,477.001326,0.090909,12.0,0.9764240953333332,1.1950099916442904,0.0,0.0,0.9996395609771676,0.0,2,Revolvers,1.2982399992661562,-1.8521332935101504,False,False,False,0,0.1578052302446769,0,16.8
C14784,190.962339,1.0,2161.22,2161.22,0.0,0.0,0.75,0.75,0.0,0.0,0.0,24.0,5000.0,1663.048553,148.790482,0.222222,12.0,0.0381924678,8.663410550545544,0.4322439999999999,0.0,0.0,0.999537512371544,1,Dormant/Low Engagement,-1.135320972651084,1.1566558830727862,False,False,False,0,0.18003616328339134,0,11.16
C14785,6983.408463,1.0,0.0,0.0,0.0,3354.686368,0.0,0.0,0.0,0.333333,11.0,0.0,7700.0,1116.896212,25697.63772,0.0,12.0,0.906936164025974,0.1599127854444328,0.0,0.0,0.999701998372215,0.0,0,Cash Advance Users,3.2046907755183347,-1.3448665825349189,True,False,True,1,0.13821240881501268,0,21.76
C14786,58.83251,1.0,551.93,0.0,551.93,0.0,1.0,0.0,1.0,0.0,0.0,27.0,2500.0,437.19547,194.026175,0.75,12.0,0.023533004,7.306988625414512,0.2207719999999999,0.998191452805961,0.0,0.0,1,Dormant/Low Engagement,-1.6817897557257049,0.1243518994782661,False,False,False,0,0.22066510388128385,0,0.86
C14787,3046.937141,1.0,0.0,0.0,0.0,4021.457424,0.0,0.0,0.0,0.25,8.0,0.0,5000.0,809.451322,673.513777,0.0,12.0,0.6093874282,0.2655734959594431,0.0,0.0,0.9997513957527472,0.0,2,Revolvers,1.843523118923847,-1.5232431295121287,False,False,True,1,0.17450974188617674,0,12.56
C14788,1396.279238,1.0,3380.44,1449.92,1930.52,0.0,1.0,0.333333,1.0,0.0,0.0,27.0,3500.0,5451.794841,385.003688,0.083333,12.0,0.3989369251428571,3.901721783831443,0.96584,0.5709165326014952,0.0,0.4287877354026687,3,Transactors,-0.4826678684824754,2.676080036115553,False,True,False,1,0.09696290103988137,0,32.22
C14789,975.252077,1.0,1146.74,796.74,350.0,0.0,0.857143,0.142857,0.714286,0.0,0.0,8.0,1000.0,1273.063087,252.66907,0.0,7.0,0.975252077,1.304031117569648,1.0,0.3049471134577518,0.0,0.6941816090752261,3,Transactors,-0.8781097981241568,0.9805818783000724,False,False,False,0,0.11230347600664631,0,28.33
C14790,1622.84216,1.0,248.74,0.0,248.74,1814.147021,0.333333,0.0,0.25,0.25,3.0,4.0,2500.0,1082.286757,384.449529,0.0,12.0,0.6491368639999999,0.6664975104476903,0.099496,0.995995835669096,0.8789953144436194,0.0,2,Revolvers,0.5522137745775182,-1.2059420957100395,False,False,False,0,0.13791297084323306,0,21.84
C14791,3899.763741,1.0,0.0,0.0,0.0,925.72976,0.0,0.0,0.0,0.083333,1.0,0.0,6500.0,877.767833,1454.215974,0.0,12.0,0.5999636524615385,0.2250246083283617,0.0,0.0,0.998920936778808,0.0,2,Revolvers,1.4899067165214122,-1.2779718216252949,False,False,False,0,0.18114082023515354,0,10.88
C14792,2719.639153,1.0,715.81,715.81,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,7.0,10000.0,694.102974,724.758705,0.0,12.0,0.2719639153,0.2551249669529401,0.0715809999999999,0.0,0.0,0.9986049301767552,1,Dormant/Low Engagement,0.1350284352477803,0.3236362129334827,False,False,False,0,0.16120727250483186,0,15.93
C14793,347.226798,1.0,1535.49,1203.69,331.8,0.0,0.9,0.5,0.5,0.0,0.0,24.0,1000.0,778.913464,149.966517,0.25,10.0,0.3472267979999999,2.2367993172082064,1.0,0.2159467357418532,0.0,0.7834024302143197,3,Transactors,-1.6231238290027834,1.349432086766406,False,False,False,0,0.14680538244286068,0,19.58
C14794,8.172299,0.636364,114.0,0.0,114.0,0.0,0.5,0.0,0.5,0.0,0.0,6.0,2700.0,123.400772,44.25482,0.545455,12.0,0.0030267774074074,13.453635996820426,0.0422222222222222,0.991304347826087,0.0,0.0,1,Dormant/Low Engagement,-1.6680971878298,-0.3082162144816626,False,False,False,0,0.2142886078324635,0,2.48
C14795,8248.178009,1.0,1788.84,0.0,1788.84,90.031207,1.0,0.0,1.0,0.083333,1.0,12.0,18000.0,40627.59524,2149.990102,0.166667,12.0,0.458232111611111,4.925047707259387,0.09938,0.9994412908416396,0.0478922208419143,0.0,0,Cash Advance Users,7.051012942657658,6.993531254780053,True,False,False,1,-0.07744241931003026,1,76.43
C14796,289.353197,1.0,461.68,201.0,260.68,0.0,0.333333,0.083333,0.166667,0.0,0.0,7.0,4500.0,282.328051,183.50739,0.0,12.0,0.0643007104444444,0.972360745178914,0.1025955555555555,0.5634131581222444,0.0,0.4344255208783608,1,Dormant/Low Engagement,-1.3073715814624338,-0.0347324179768556,False,False,False,0,0.211512825792516,0,3.18
C14797,38.91624,1.0,358.49,0.0,358.49,188.234434,0.916667,0.0,0.833333,0.083333,1.0,11.0,2500.0,479.607061,141.652641,0.3,12.0,0.015566496,12.015336639924,0.143396,0.9972182814542824,0.3436663079376152,0.0,1,Dormant/Low Engagement,-1.322687893588383,-0.3469772952804204,False,False,False,0,0.17296521313513435,0,12.95
C14798,810.739995,1.0,86.9,86.9,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,7500.0,253.775702,210.961925,0.0,12.0,0.108098666,0.3126317583994367,0.0115866666666666,0.0,0.0,0.9886234357224118,1,Dormant/Low Engagement,-0.76221766797923,-0.1423282309290625,False,False,False,0,0.18644794937602688,0,9.53
C14799,438.337653,1.0,1867.9,1424.87,443.03,128.429272,0.75,0.5,0.5,0.166667,3.0,24.0,6500.0,2080.403638,204.877516,0.083333,12.0,0.0674365619999999,4.735318322465751,0.2873692307692307,0.2370538819626518,0.064300500573648,0.7624110439295841,1,Dormant/Low Engagement,-0.7576969656746988,0.9642034449756324,False,False,False,0,0.17066914662875554,0,13.53
C14800,101.083401,0.909091,553.36,140.0,413.36,1719.767683,0.666667,0.083333,0.666667,0.166667,2.0,9.0,3000.0,2515.38256,56.937337,0.0,12.0,0.033694467,24.64046588729935,0.1844533333333333,0.7456526444909445,0.7562318052130232,0.2525434735550905,1,Dormant/Low Engagement,-0.2777802229314677,-0.3391610303481663,False,False,False,0,0.09980558553595248,0,31.5
C14802,1300.793883,1.0,1282.2,0.0,1282.2,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1200.0,1407.623536,1230.452069,0.0,12.0,1.0,1.081295245262725,1.0,0.999220698254364,0.0,0.0,3,Transactors,-0.8375418959773592,1.12115688676508,False,False,False,0,0.09634587665554695,0,32.38
C14803,1418.838078,1.0,0.0,0.0,0.0,272.782072,0.0,0.0,0.0,0.583333,7.0,0.0,1500.0,619.975821,519.49072,0.0,12.0,0.945892052,0.4366524821431081,0.0,0.0,0.9963474598877314,0.0,2,Revolvers,0.5597416049579252,-1.912887125360235,False,False,False,0,0.18879907568572407,0,8.94
C14804,2042.585017,0.857143,498.96,0.0,498.96,2364.540395,0.857143,0.0,0.714286,0.285714,5.0,9.0,2500.0,414.718951,1517.202791,0.0,7.0,0.8170340068,0.2029369698593753,0.1995839999999999,0.997999839987199,0.8254634557311695,0.0,2,Revolvers,0.7695990300999898,-1.125297989136964,False,False,False,0,0.12323761499861485,0,25.56
C14805,218.948323,1.0,1858.33,1380.0,478.33,0.0,0.666667,0.333333,0.333333,0.0,0.0,14.0,4500.0,1934.821016,177.124786,0.5,12.0,0.0486551828888888,8.796707288375188,0.4129622222222222,0.2572593353519816,0.0,0.742202836505623,1,Dormant/Low Engagement,-1.1768367480232884,1.0665912753059077,False,False,False,0,0.18894139600535664,0,8.9
C14806,115.467669,0.545455,354.0,354.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,16500.0,4555.965464,211.04268,0.0,12.0,0.0069980405454545,39.11785565142546,0.0214545454545454,0.0,0.0,0.9971830985915492,1,Dormant/Low Engagement,0.3118066411403643,1.2836477015884034,False,False,False,0,0.08012640971999352,0,36.49
C14807,199.462047,1.0,1296.2,745.82,550.38,0.0,0.25,0.25,0.166667,0.0,0.0,14.0,1800.0,18.125527,110.486344,0.0,12.0,0.1108122483333333,0.0904187464473013,0.7201111111111111,0.4242830712303422,0.0,0.5749460376194881,1,Dormant/Low Engagement,-1.7976949130799476,0.9280154669965106,False,False,False,0,0.16810094626537003,0,14.19
C14808,143.737177,1.0,1456.0,361.0,1095.0,0.0,0.666667,0.166667,0.583333,0.0,0.0,17.0,2500.0,1416.600792,139.685178,0.818182,12.0,0.0574948708,9.787401007551775,0.5824,0.7515442690459849,0.0,0.2477693891557996,1,Dormant/Low Engagement,-1.605758662543474,1.0618471940118288,False,False,False,0,0.19173786612558064,0,8.19
C14809,45.45702,0.909091,175.0,175.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,1200.0,212.558928,223.193529,0.0,12.0,0.03788085,4.575388778703412,0.1458333333333333,0.0,0.0,0.9943181818181818,1,Dormant/Low Engagement,-1.653550885989282,-0.3514538440612632,False,False,False,0,0.20623618634546964,0,4.52
C14810,1089.795044,1.0,0.0,0.0,20.0,38.249993,0.0,0.0,0.166667,0.083333,1.0,1.0,1200.0,284.731156,331.10383,0.0,12.0,0.9081625366666668,0.2610308486146734,0.0,20.0,0.9745222884498348,0.0,1,Dormant/Low Engagement,-2.638365872781461,0.2817614182246202,False,False,False,0,0.11662392554039291,0,27.24
C14811,19.946102,1.0,450.0,0.0,450.0,0.0,1.0,0.0,0.9,0.0,0.0,10.0,1000.0,386.571651,131.349565,1.0,10.0,0.019946102,18.45554132219923,0.45,0.9977827050997784,0.0,0.0,1,Dormant/Low Engagement,-1.9539223364595204,0.3584447374795484,False,False,False,0,0.19487231561580098,0,7.4
C14812,626.213492,1.0,0.0,0.0,0.0,3393.427055,0.0,0.0,0.0,0.25,11.0,0.0,1200.0,3566.140224,473.448279,0.25,12.0,0.5218445766666666,5.685687998561103,0.0,0.0,0.9997053994727838,0.0,2,Revolvers,1.0097755428254138,-1.3963003550653958,False,False,True,1,0.14401282337122334,0,20.29
C14813,1849.017387,1.0,0.0,0.0,0.0,838.008227,0.0,0.0,0.0,0.166667,2.0,0.0,2500.0,433.218956,837.7785,0.0,12.0,0.7396069548,0.2341702078284305,0.0,0.0,0.9988081165740464,0.0,2,Revolvers,0.6775678811255,-1.7590767053801353,False,False,False,0,0.20219373883373287,0,5.54
C14814,2992.591246,1.0,0.0,0.0,0.0,759.456509,0.0,0.0,0.0,0.416667,9.0,0.0,3500.0,817.050377,825.529474,0.0,12.0,0.8550260702857143,0.27293317953536,0.0,0.0,0.9986850004067754,0.0,2,Revolvers,1.1794583827797966,-1.6693012608612388,False,False,False,0,0.19829267708861742,0,6.53
C14815,2021.514867,1.0,1582.84,1554.89,27.95,0.0,0.5,0.416667,0.083333,0.0,0.0,8.0,2500.0,565.380786,486.702058,0.0,12.0,0.8086059468000001,0.2795434511878917,0.6331359999999999,0.0176469845438933,0.0,0.9817216385493486,3,Transactors,-0.479463964272617,0.5886568578999959,False,False,False,0,0.15352889671185727,0,17.88
C14816,2122.066396,1.0,0.0,0.0,0.0,1048.972729,0.0,0.0,0.0,0.25,9.0,0.0,3000.0,548.182704,515.520727,0.0,12.0,0.7073554653333334,0.2582032785375026,0.0,0.0,0.9990475943113756,0.0,2,Revolvers,0.8221121342049084,-1.6884426390845255,False,False,False,0,0.2022773612235393,0,5.52
C14817,4.417273,0.181818,27.42,0.0,27.42,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,1800.0,228.417814,175.836378,1.0,12.0,0.0024540405555555,42.164722730421744,0.0152333333333333,0.9648135116115412,0.0,0.0,1,Dormant/Low Engagement,-1.7308561650799932,-0.4269691765650528,False,False,False,0,0.18740008067773134,0,9.29
C14818,825.347767,1.0,0.0,0.0,0.0,105.877591,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,426.206835,217.958559,0.0,12.0,0.6877898058333333,0.515771751338199,0.0,0.0,0.9906435016859616,0.0,2,Revolvers,0.0894069006908327,-1.8183839790807463,False,False,False,0,0.19591889817549013,0,7.13
C14819,87.462633,0.454545,0.0,0.0,0.0,1251.696029,0.0,0.0,0.0,0.083333,1.0,0.0,2000.0,2678.249487,114.91159,0.333333,12.0,0.0437313165,30.27548916614318,0.0,0.0,0.9992017217450604,0.0,2,Revolvers,-0.0706929055988188,-1.1284102428849625,False,False,False,0,0.13829245776997212,0,21.74
C14820,1223.909602,1.0,607.0,607.0,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,13.0,1200.0,466.149713,906.697643,0.0,12.0,1.0,0.3805584609989856,0.5058333333333334,0.0,0.0,0.9983552631578948,2,Revolvers,-0.618236120163953,-0.1250274846493695,False,False,False,0,0.15853448526498976,0,16.61
C14821,83.930127,0.727273,1027.64,1027.64,0.0,0.0,0.5,0.5,0.0,0.0,0.0,15.0,6000.0,1007.971531,106.407569,0.5,12.0,0.0139883545,11.868244716035807,0.1712733333333333,0.0,0.0,0.999027842588272,1,Dormant/Low Engagement,-1.1024670763778035,0.4119196766089838,False,False,False,0,0.20079714642355373,0,5.9
C14822,1241.025652,1.0,0.0,0.0,0.0,180.783929,0.0,0.0,0.0,0.083333,1.0,0.0,1800.0,842.814061,405.72085,0.0,12.0,0.6894586955555556,0.6785802367630971,0.0,0.0,0.9944989636570128,0.0,2,Revolvers,0.3165118316104002,-1.712550420025316,False,False,False,0,0.20019254502318623,0,6.05
C14823,268.797746,1.0,70.0,0.0,70.0,0.0,0.5,0.0,0.416667,0.0,0.0,6.0,1000.0,105.954038,229.157988,0.0,12.0,0.268797746,0.3927165425614786,0.07,0.9859154929577464,0.0,0.0,1,Dormant/Low Engagement,-1.5354408718565662,-0.5528001787575555,False,False,False,0,0.19356756225932892,0,7.73
C14824,451.404363,1.0,2196.0,2154.34,41.66,0.0,0.833333,0.75,0.083333,0.0,0.0,14.0,1800.0,2142.056177,184.805024,0.166667,12.0,0.2507802016666666,4.734826522882141,1.0,0.0189622212107419,0.0,0.9805826126536188,3,Transactors,-1.38830821852049,1.8175003968924648,False,False,False,0,0.14225621511052583,0,20.74
C14825,3.248979,0.090909,91.26,0.0,91.26,0.0,0.083333,0.0,0.083333,0.0,0.0,2.0,3500.0,0.0,312.343947,0.0,12.0,0.0009282797142857,0.0,0.0260742857142857,0.9891610665510514,0.0,0.0,1,Dormant/Low Engagement,-1.6039200570198728,-0.2998028646032037,False,False,False,0,0.2052238367313884,0,4.77
C14826,160.873814,0.666667,480.0,480.0,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,8.0,1500.0,38.770699,86.542118,0.0,6.0,0.1072492093333333,0.2395118644699382,0.32,0.0,0.0,0.997920997920998,1,Dormant/Low Engagement,-1.6231010086652102,-0.0205129965496848,False,False,False,0,0.1967836956002476,0,6.91
C14827,982.566805,1.0,282.39,0.0,282.39,0.0,0.583333,0.0,0.583333,0.0,0.0,7.0,1000.0,722.645708,935.878792,0.0,12.0,0.982566805,0.7347194967605682,0.28239,0.9964712939764988,0.0,0.0,2,Revolvers,-0.7372932889807995,-0.4452758118004533,False,False,False,0,0.1576265338686037,0,16.84
C14828,4070.500764,0.833333,710.8,140.0,570.8,4620.069456,0.833333,0.166667,0.666667,0.166667,11.0,16.0,4900.0,364.205524,3231.905456,0.0,6.0,0.8307144416326531,0.0894524022248224,0.1450612244897959,0.8019106490587243,0.8665008575558794,0.1966844619275077,2,Revolvers,2.09951116654251,-1.0813140575090636,False,False,True,1,0.07899370059705602,0,36.78
C14829,1048.892643,1.0,0.0,0.0,0.0,115.766104,0.0,0.0,0.0,0.25,4.0,0.0,1100.0,218.648513,598.910658,0.0,12.0,0.9535387663636364,0.2082579723344151,0.0,0.0,0.9914358708071652,0.0,2,Revolvers,0.3528784725037486,-2.0023205668237205,False,False,False,0,0.1811904096584383,0,10.87
C14830,507.076999,0.857143,0.0,0.0,0.0,1391.140391,0.0,0.0,0.0,0.142857,2.0,0.0,1500.0,2104.053736,257.650259,0.25,7.0,0.3380513326666666,4.141210367997784,0.0,0.0,0.9992816816418336,0.0,2,Revolvers,0.2184885276403141,-1.4146683958260802,False,False,False,0,0.1789800377754216,0,11.43
C14831,158.634812,0.909091,1765.38,84.8,1680.58,0.0,0.666667,0.083333,0.583333,0.0,0.0,24.0,9500.0,1661.464986,135.26688,0.666667,12.0,0.0166984012631578,10.407911439767911,0.1858294736842105,0.9514260804583384,0.0,0.0480077899432738,1,Dormant/Low Engagement,-0.7938164788432146,1.0980465717992631,False,False,False,0,0.1809961306340857,0,10.92
C14832,976.370187,1.0,0.0,0.0,0.0,1622.255801,0.0,0.0,0.0,0.25,4.0,0.0,1600.0,3056.718074,429.217423,0.166667,12.0,0.610231366875,3.127492647778093,0.0,0.0,0.9993839541498116,0.0,2,Revolvers,0.7522554472889795,-1.4245662431773778,False,False,False,0,0.16959727852518014,0,13.81
C14833,5.336222,0.272727,57.0,0.0,57.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,5000.0,164.041195,124.16248,1.0,12.0,0.0010672444,25.889433009133832,0.0114,0.9827586206896552,0.0,0.0,1,Dormant/Low Engagement,-1.4439270222171374,-0.1934889608845107,False,False,False,0,0.19502387988362357,0,7.36
C14834,3363.288511,1.0,1123.42,865.78,257.64,1992.271699,1.0,1.0,0.583333,0.166667,2.0,30.0,4500.0,4772.462052,948.702747,0.0,12.0,0.747397446888889,1.4185650357856598,0.2496488888888889,0.2291314633322068,0.6392264270602146,0.7699791892709129,2,Revolvers,1.6021496627961762,0.0477632539339979,False,False,False,0,0.10404852931591585,0,30.42
C14835,1475.396878,1.0,5055.77,2931.91,2123.86,0.0,1.0,0.333333,1.0,0.0,0.0,69.0,1900.0,4826.844372,1879.122243,0.0,12.0,0.776524672631579,3.2693406792749933,1.0,0.4200032827279073,0.0,0.5797989625788793,3,Transactors,-0.2516353235483502,2.7498903479899672,False,True,False,1,0.06299712299978566,0,40.83
C14836,15155.53286,1.0,717.24,717.24,0.0,4718.274895,1.0,1.0,0.0,0.5,7.0,24.0,18000.0,4002.194556,3843.924668,0.0,12.0,0.8419740477777777,0.2640573931365461,0.0398466666666666,0.0,0.8678859501220957,0.9986077077300068,0,Cash Advance Users,6.632298011491675,0.3693262445264045,True,False,True,1,-0.012844738650124143,1,60.06
C14837,782.392041,1.0,8168.9,3000.97,5167.93,0.0,1.0,0.666667,1.0,0.0,0.0,59.0,16500.0,7455.296139,232.694923,0.916667,12.0,0.0474176994545454,9.516686089232302,0.4950848484848484,0.6325573140430116,0.0,0.3673202854380102,3,Transactors,0.9355377173332105,4.656806549125271,False,True,False,1,0.028848720150601692,0,49.49
C14838,3157.715309,1.0,548.79,548.79,0.0,3075.115015,0.583333,0.583333,0.0,0.166667,5.0,48.0,3500.0,3817.151157,852.200705,0.083333,12.0,0.902204374,1.2084505197806037,0.1567971428571428,0.0,0.8483298189263037,0.998181123701777,2,Revolvers,1.9610654067076685,-0.8044419829924563,False,False,True,1,0.12769188088569983,0,24.43
C14839,872.07108,1.0,853.0,0.0,853.0,999.04114,0.5,0.0,0.416667,0.083333,3.0,6.0,4000.0,784.917897,276.484296,0.0,12.0,0.21801777,0.8990309208272023,0.21325,0.9988290398126464,0.539135974066933,0.0,1,Dormant/Low Engagement,-0.4190286639412267,-0.2349350860388801,False,False,False,0,0.1534596132296449,0,17.9
C14841,1904.495561,1.0,4044.14,2961.8,1082.34,0.0,1.0,0.916667,1.0,0.0,0.0,66.0,6700.0,6312.820074,520.454965,0.0,12.0,0.2842530688059701,3.312954489742839,0.6036029850746268,0.267565523072131,0.0,0.7321872666953432,3,Transactors,0.1839663252770529,2.662036452074884,False,True,False,1,0.11141912946011451,0,28.56
C14842,1186.287841,1.0,115.5,115.5,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,3.0,1200.0,446.088328,356.432463,0.0,12.0,0.9885732008333334,0.3757204551377192,0.09625,0.0,0.0,0.9914163090128756,2,Revolvers,-0.4692433332717866,-0.9325173830307888,False,False,False,0,0.17019068905270812,0,13.66
C14843,3838.312836,1.0,0.0,0.0,0.0,1256.712548,0.0,0.0,0.0,0.5,11.0,0.0,9500.0,1419.130675,1076.233929,0.0,12.0,0.4040329301052631,0.3696314251064067,0.0,0.0,0.9992049057619802,0.0,2,Revolvers,1.7113482462654528,-0.8766368912358843,False,False,False,0,0.16553287508708886,0,14.84
C14844,5975.063353,1.0,345.3,345.3,0.0,3599.222154,0.166667,0.166667,0.0,0.666667,18.0,2.0,6500.0,2010.926039,2784.103858,0.0,12.0,0.9192405158461536,0.3364967739156429,0.0531230769230769,0.0,0.9122296146154144,0.997112330349408,0,Cash Advance Users,2.937324570463772,-1.0865654862302707,True,False,True,1,0.1269344926273201,0,24.62
C14845,2005.438728,1.0,956.05,818.73,137.32,0.0,0.583333,0.5,0.25,0.0,0.0,16.0,2500.0,915.734963,592.444909,0.0,12.0,0.8021754912,0.4563981696629213,0.38242,0.1434825766678857,0.0,0.8554725458439999,2,Revolvers,-0.3784230170915186,0.0709973468525696,False,False,False,0,0.17708865724335854,0,11.91
C14846,6749.994904,1.0,0.0,0.0,0.0,4561.826799,0.0,0.0,0.0,0.416667,10.0,0.0,11500.0,4930.710131,4974.373221,0.0,12.0,0.5869560786086957,0.7303679237083305,0.0,0.0,0.9997808376157914,0.0,0,Cash Advance Users,3.928929264846769,-0.3808608431942427,True,False,True,1,0.10183135773147906,0,30.99
C14847,6.127959,0.636364,82.85,0.0,82.85,0.0,0.636364,0.0,0.545455,0.0,0.0,13.0,3500.0,100.08381,108.827629,0.4,11.0,0.0017508454285714,14.041019315627375,0.0236714285714285,0.9880739415623137,0.0,0.0,1,Dormant/Low Engagement,-1.591639352911806,-0.2899902103986464,False,False,False,0,0.2095491426897726,0,3.68
C14848,1994.694769,1.0,248.75,248.75,0.0,1016.518185,0.166667,0.166667,0.0,0.083333,1.0,2.0,6000.0,568.025868,562.654151,0.0,12.0,0.3324491281666666,0.2846256235289054,0.0414583333333333,0.0,0.8027668996516722,0.995995995995996,2,Revolvers,0.5455927511574747,-0.944109590570771,False,False,False,0,0.1716056956339358,0,13.3
C14849,7404.850748,1.0,0.0,0.0,0.0,12405.2945,0.0,0.0,0.0,0.5,13.0,0.0,11500.0,13956.71873,1633.85526,0.083333,12.0,0.6439000650434783,1.8845530655298592,0.0,0.0,0.9999193957551143,0.0,0,Cash Advance Users,6.972702802569469,0.6263537206321573,True,False,True,1,-0.015146052583670966,1,60.64
C14850,6950.583049,1.0,400.98,0.0,400.98,259.046858,0.5,0.0,0.416667,0.083333,1.0,6.0,12500.0,2008.360568,1704.533297,0.0,12.0,0.55604664392,0.2889069372894721,0.0320784,0.9975123140454748,0.3918855260794864,0.0,0,Cash Advance Users,2.059729763981093,0.2361836688913154,True,False,False,1,0.06407313189354769,0,40.56
C14851,5976.796897,1.0,1194.52,0.0,1194.52,790.205561,0.416667,0.0,0.333333,0.333333,6.0,15.0,6000.0,2722.095294,2670.210603,0.0,12.0,0.9961328161666668,0.4553676447866777,0.1990866666666666,0.9991635438972164,0.3979429869463215,0.0,2,Revolvers,1.7940596672303049,0.0490308143390327,True,False,False,1,0.07681054640111196,0,37.33
C14852,19.846569,1.0,0.0,0.0,0.0,133.049604,0.0,0.0,0.0,0.285714,2.0,0.0,1200.0,48.739156,97.986182,0.0,7.0,0.0165388075,2.3379941322718385,0.0,0.0,0.9925400749412135,0.0,2,Revolvers,-0.7493641561703359,-1.5102004493432977,False,False,False,0,0.17376414663416573,0,12.75
C14853,6456.515148,1.0,0.0,0.0,0.0,3802.386718,0.0,0.0,0.0,0.75,17.0,0.0,7500.0,2640.103648,1789.614843,0.0,12.0,0.8608686864,0.4088420371445329,0.0,0.0,0.9997370764336776,0.0,0,Cash Advance Users,3.2970291091951287,-1.1429553453686916,True,False,True,1,0.1388888234421649,0,21.59
C14854,2651.484926,1.0,908.15,0.0,908.15,1008.639756,1.0,0.0,1.0,0.333333,9.0,23.0,3000.0,4361.679346,943.46896,0.083333,12.0,0.8838283086666667,1.6443747910671442,0.3027166666666666,0.9989000714953528,0.5259386503887447,0.0,2,Revolvers,0.8966128338233759,0.0291533600280471,False,False,False,0,0.09878905759923734,0,31.76
C14855,1091.437438,1.0,1237.37,447.6,789.77,0.0,0.833333,0.166667,0.75,0.0,0.0,13.0,4500.0,833.893431,279.421489,0.0,12.0,0.2425416528888888,0.7633328939428017,0.2749711111111111,0.6377496224876249,0.0,0.3614428644104751,1,Dormant/Low Engagement,-0.9397890617444976,0.4624112125978507,False,False,False,0,0.1967313829087342,0,6.93
C14856,28.588826,1.0,151.92,0.0,151.92,0.0,1.0,0.0,0.875,0.0,0.0,8.0,1000.0,111.631804,111.312954,0.666667,8.0,0.028588826,3.772768950008358,0.15192,0.9934606330107244,0.0,0.0,1,Dormant/Low Engagement,-1.8465243316505784,-0.2617852744470399,False,False,False,0,0.205636389839911,0,4.67
C14857,703.368382,1.0,64.0,0.0,64.0,0.0,0.5,0.0,0.416667,0.0,0.0,6.0,2550.0,179.083715,212.119486,0.0,12.0,0.2758307380392157,0.2542472370657887,0.0250980392156862,0.9846153846153848,0.0,0.0,1,Dormant/Low Engagement,-1.2513446125266952,-0.4970625633113407,False,False,False,0,0.19289329352728773,0,7.9
C14858,1512.218864,1.0,1002.93,825.89,177.04,0.0,1.0,0.833333,0.333333,0.0,0.0,23.0,4000.0,328.446221,344.205824,0.0,12.0,0.3780547159999999,0.2170513656773974,0.2507324999999999,0.1763469564611078,0.0,0.822656958154453,1,Dormant/Low Engagement,-0.7527048286640067,0.1296885614428297,False,False,False,0,0.18821893752278007,0,9.09
