CUST_ID,SEGMENT_NAME,FRAUD_RISK_SCORE,FRAUD_TIER,CASH_DOMINANT_FLAG,OVERLIMIT_FLAG,ANOMALY_FLAG
C13883,Cash Advance Users,36.89,LOW_RISK,1,0,0
C13884,Cash Advance Users,31.39,LOW_RISK,1,0,0
C13885,Dormant/Low Engagement,5.4,LOW_RISK,0,0,0
C13886,Dormant/Low Engagement,17.19,LOW_RISK,0,0,0
C13887,Dormant/Low Engagement,3.47,LOW_RISK,0,0,0
C13888,Revolvers,9.19,HIGH_RISK,1,1,0
C13889,Revolvers,8.88,LOW_RISK,1,0,0
C13890,Dormant/Low Engagement,9.83,LOW_RISK,0,0,0
C13891,Transactors,40.64,LOW_RISK,0,0,0
C13892,Revolvers,23.39,LOW_RISK,1,0,0
C13893,Dormant/Low Engagement,21.99,LOW_RISK,0,0,0
C13894,Dormant/Low Engagement,1.77,LOW_RISK,0,0,0
C13895,Dormant/Low Engagement,7.71,LOW_RISK,0,0,0
C13896,Transactors,67.73,MEDIUM_RISK,0,0,1
C13897,Dormant/Low Engagement,9.83,LOW_RISK,0,0,0
C13898,Cash Advance Users,53.05,MEDIUM_RISK,1,0,0
C13899,Transactors,34.64,LOW_RISK,0,0,0
C13900,Dormant/Low Engagement,19.89,LOW_RISK,0,0,0
C13901,Dormant/Low Engagement,6.02,LOW_RISK,0,0,0
C13902,Dormant/Low Engagement,14.02,LOW_RISK,0,0,0
C13903,Transactors,39.32,LOW_RISK,0,0,0
C13904,Transactors,28.57,LOW_RISK,0,0,0
C13905,Dormant/Low Engagement,7.89,LOW_RISK,0,0,0
C13906,Dormant/Low Engagement,12.74,LOW_RISK,0,0,0
C13907,Dormant/Low Engagement,6.97,LOW_RISK,0,0,0
C13908,Transactors,37.91,LOW_RISK,0,0,0
C13909,Dormant/Low Engagement,2.51,LOW_RISK,0,0,0
C13910,Revolvers,29.8,HIGH_RISK,1,0,0
C13911,Transactors,26.41,LOW_RISK,0,0,0
C13912,Revolvers,21.14,LOW_RISK,1,0,0
C13913,Dormant/Low Engagement,12.42,LOW_RISK,0,0,0
C13914,Cash Advance Users,91.26,HIGH_RISK,1,0,1
C13915,Transactors,30.81,LOW_RISK,0,0,0
C13916,Dormant/Low Engagement,4.39,LOW_RISK,0,0,0
C13917,Dormant/Low Engagement,5.82,LOW_RISK,0,0,0
C13918,Revolvers,10.31,LOW_RISK,1,0,0
C13919,Revolvers,16.16,LOW_RISK,1,0,0
C13920,Revolvers,17.51,LOW_RISK,0,1,0
C13921,Transactors,25.13,LOW_RISK,0,0,0
C13922,Revolvers,9.12,HIGH_RISK,1,1,0
C13923,Dormant/Low Engagement,7.01,LOW_RISK,0,0,0
C13924,Dormant/Low Engagement,7.22,LOW_RISK,0,0,0
C13925,Revolvers,16.74,LOW_RISK,1,0,0
C13926,Revolvers,10.8,LOW_RISK,1,0,0
C13927,Dormant/Low Engagement,7.17,LOW_RISK,0,0,0
C13928,Dormant/Low Engagement,5.55,LOW_RISK,0,0,0
C13929,Revolvers,18.2,LOW_RISK,1,0,0
C13930,Cash Advance Users,18.45,LOW_RISK,1,0,0
C13931,Dormant/Low Engagement,6.98,LOW_RISK,0,0,0
C13932,Dormant/Low Engagement,6.02,LOW_RISK,0,0,0
C13933,Revolvers,17.87,LOW_RISK,1,0,0
C13934,Revolvers,6.16,LOW_RISK,1,0,0
C13935,Dormant/Low Engagement,5.9,LOW_RISK,0,0,0
C13936,Dormant/Low Engagement,16.54,LOW_RISK,0,0,0
C13937,Revolvers,13.03,LOW_RISK,1,0,0
C13938,Transactors,36.89,LOW_RISK,0,0,0
C13939,Revolvers,15.6,LOW_RISK,1,0,0
C13940,Dormant/Low Engagement,3.31,LOW_RISK,0,0,0
C13941,Transactors,25.52,LOW_RISK,0,1,0
C13942,Revolvers,8.54,LOW_RISK,1,0,0
C13943,Dormant/Low Engagement,26.34,LOW_RISK,0,0,0
C13944,Transactors,42.36,LOW_RISK,0,0,0
C13945,Cash Advance Users,31.08,LOW_RISK,1,0,0
C13946,Dormant/Low Engagement,2.02,LOW_RISK,0,0,0
C13947,Revolvers,20.71,LOW_RISK,1,0,0
C13948,Cash Advance Users,29.24,LOW_RISK,1,0,0
C13949,Dormant/Low Engagement,6.81,LOW_RISK,0,0,0
C13950,Dormant/Low Engagement,10.92,LOW_RISK,0,0,0
C13951,Dormant/Low Engagement,10.98,LOW_RISK,0,0,0
C13952,Dormant/Low Engagement,6.0,LOW_RISK,0,0,0
C13953,Revolvers,14.12,LOW_RISK,1,0,0
C13954,Transactors,45.75,LOW_RISK,0,0,0
C13955,Dormant/Low Engagement,15.73,LOW_RISK,0,0,0
C13956,Revolvers,26.86,LOW_RISK,1,0,0
C13957,Revolvers,14.33,LOW_RISK,0,0,0
C13958,Revolvers,14.68,LOW_RISK,0,0,0
C13959,Transactors,33.93,LOW_RISK,0,0,0
C13960,Dormant/Low Engagement,69.72,MEDIUM_RISK,0,0,1
C13961,Dormant/Low Engagement,5.22,LOW_RISK,0,0,0
C13962,Dormant/Low Engagement,5.88,LOW_RISK,0,0,0
C13964,Revolvers,19.23,LOW_RISK,0,0,0
C13965,Dormant/Low Engagement,2.38,LOW_RISK,0,0,0
C13966,Transactors,23.13,LOW_RISK,0,0,0
C13967,Cash Advance Users,15.33,LOW_RISK,1,0,0
C13968,Transactors,22.43,LOW_RISK,0,0,0
C13969,Revolvers,23.93,LOW_RISK,1,0,0
C13970,Dormant/Low Engagement,9.74,LOW_RISK,0,0,0
C13971,Transactors,25.18,LOW_RISK,0,0,0
C13972,Revolvers,16.06,LOW_RISK,0,0,0
C13973,Dormant/Low Engagement,10.63,LOW_RISK,0,0,0
C13974,Dormant/Low Engagement,4.57,LOW_RISK,0,0,0
C13975,Dormant/Low Engagement,8.84,LOW_RISK,0,0,0
C13977,Revolvers,8.29,HIGH_RISK,1,1,0
C13978,Dormant/Low Engagement,26.5,LOW_RISK,0,0,0
C13979,Revolvers,10.22,LOW_RISK,0,0,0
C13980,Dormant/Low Engagement,25.66,LOW_RISK,0,0,0
C13981,Cash Advance Users,17.38,LOW_RISK,1,0,0
C13982,Dormant/Low Engagement,4.45,LOW_RISK,0,0,0
C13983,Dormant/Low Engagement,3.5,LOW_RISK,0,0,0
C13984,Revolvers,13.96,LOW_RISK,1,0,0
C13985,Transactors,37.22,LOW_RISK,0,0,0
C13986,Revolvers,10.59,LOW_RISK,1,0,0
C13987,Dormant/Low Engagement,3.9,LOW_RISK,0,0,0
C13988,Transactors,45.19,LOW_RISK,0,0,0
C13989,Dormant/Low Engagement,5.47,LOW_RISK,0,0,0
C13990,Revolvers,24.91,LOW_RISK,1,0,0
C13991,Transactors,18.68,LOW_RISK,0,0,0
C13992,Revolvers,14.39,LOW_RISK,1,0,0
C13993,Transactors,31.42,LOW_RISK,0,0,0
C13994,Revolvers,17.24,LOW_RISK,1,0,0
C13995,Transactors,20.66,LOW_RISK,0,0,0
C13996,Revolvers,29.32,LOW_RISK,0,0,0
C13997,Transactors,33.69,LOW_RISK,0,0,0
C13998,Dormant/Low Engagement,18.06,LOW_RISK,0,0,0
C13999,Revolvers,17.22,LOW_RISK,1,0,0
C14000,Dormant/Low Engagement,38.85,LOW_RISK,1,0,0
C14001,Revolvers,11.93,HIGH_RISK,1,1,0
C14002,Dormant/Low Engagement,7.41,LOW_RISK,0,0,0
C14003,Dormant/Low Engagement,1.96,LOW_RISK,0,0,0
C14004,Revolvers,11.0,LOW_RISK,1,0,0
C14005,Revolvers,12.78,LOW_RISK,1,0,0
C14006,Revolvers,11.43,LOW_RISK,0,0,0
C14007,Dormant/Low Engagement,9.03,LOW_RISK,0,0,0
C14008,Transactors,15.57,LOW_RISK,0,0,0
C14009,Dormant/Low Engagement,4.37,LOW_RISK,0,0,0
C14010,Revolvers,15.73,LOW_RISK,0,0,0
C14011,Dormant/Low Engagement,18.37,LOW_RISK,0,0,0
C14012,Dormant/Low Engagement,5.19,LOW_RISK,0,0,0
C14013,Revolvers,5.87,LOW_RISK,1,0,0
C14014,Revolvers,18.94,LOW_RISK,1,0,0
C14015,Transactors,41.42,LOW_RISK,0,0,0
C14016,Cash Advance Users,24.17,HIGH_RISK,1,1,0
C14017,Revolvers,14.88,LOW_RISK,1,0,0
C14018,Cash Advance Users,81.63,HIGH_RISK,1,0,1
C14019,Revolvers,12.53,HIGH_RISK,1,1,0
C14020,Transactors,35.3,LOW_RISK,0,0,0
C14021,Revolvers,7.16,LOW_RISK,1,0,0
C14022,Revolvers,6.81,HIGH_RISK,1,1,0
C14023,Dormant/Low Engagement,20.31,LOW_RISK,0,0,0
C14024,Dormant/Low Engagement,3.49,LOW_RISK,0,0,0
C14026,Dormant/Low Engagement,2.04,LOW_RISK,0,0,0
C14027,Dormant/Low Engagement,10.83,LOW_RISK,0,0,0
C14028,Revolvers,23.0,LOW_RISK,0,1,0
C14029,Dormant/Low Engagement,6.11,LOW_RISK,0,0,0
C14030,Dormant/Low Engagement,7.21,LOW_RISK,0,0,0
C14031,Revolvers,13.29,LOW_RISK,0,1,0
C14032,Cash Advance Users,31.07,HIGH_RISK,1,1,0
C14033,Transactors,39.89,LOW_RISK,0,0,0
C14034,Revolvers,5.8,LOW_RISK,1,0,0
C14035,Dormant/Low Engagement,15.81,LOW_RISK,0,0,0
C14036,Cash Advance Users,33.18,LOW_RISK,1,0,0
C14037,Transactors,13.46,LOW_RISK,0,0,0
C14038,Dormant/Low Engagement,0.89,LOW_RISK,0,0,0
C14039,Dormant/Low Engagement,4.92,LOW_RISK,0,0,0
C14040,Revolvers,21.01,LOW_RISK,0,1,0
C14041,Cash Advance Users,40.03,LOW_RISK,1,0,0
C14042,Revolvers,11.65,HIGH_RISK,1,1,0
C14043,Transactors,21.86,LOW_RISK,0,0,0
C14044,Dormant/Low Engagement,20.73,LOW_RISK,1,0,0
C14045,Revolvers,6.35,LOW_RISK,1,0,0
C14046,Revolvers,18.18,LOW_RISK,0,1,0
C14047,Dormant/Low Engagement,30.28,LOW_RISK,1,0,0
C14048,Transactors,83.25,HIGH_RISK,0,0,1
C14049,Dormant/Low Engagement,4.26,LOW_RISK,0,0,0
C14050,Transactors,59.37,MEDIUM_RISK,0,0,1
C14051,Revolvers,7.18,HIGH_RISK,1,1,0
C14052,Dormant/Low Engagement,9.67,LOW_RISK,0,0,0
C14053,Revolvers,9.5,HIGH_RISK,1,1,0
C14054,Dormant/Low Engagement,2.44,LOW_RISK,0,0,0
C14055,Cash Advance Users,56.99,MEDIUM_RISK,0,1,1
C14056,Revolvers,18.03,HIGH_RISK,1,1,0
C14057,Dormant/Low Engagement,5.23,LOW_RISK,0,0,0
C14058,Dormant/Low Engagement,7.4,LOW_RISK,0,0,0
C14059,Transactors,39.83,LOW_RISK,0,0,0
C14060,Revolvers,10.71,HIGH_RISK,1,1,0
C14061,Dormant/Low Engagement,15.11,LOW_RISK,0,0,0
C14062,Dormant/Low Engagement,9.17,LOW_RISK,0,0,0
C14063,Revolvers,11.34,LOW_RISK,1,0,0
C14064,Dormant/Low Engagement,22.95,LOW_RISK,0,0,0
C14065,Transactors,17.76,LOW_RISK,0,0,0
C14066,Transactors,44.98,LOW_RISK,0,0,0
C14067,Transactors,44.08,LOW_RISK,0,0,0
C14068,Dormant/Low Engagement,7.53,LOW_RISK,0,0,0
C14069,Dormant/Low Engagement,12.98,LOW_RISK,0,0,0
C14070,Revolvers,16.59,LOW_RISK,1,0,0
C14071,Revolvers,11.05,LOW_RISK,0,0,0
C14072,Revolvers,27.41,LOW_RISK,1,0,0
C14073,Dormant/Low Engagement,22.19,LOW_RISK,0,0,0
C14074,Dormant/Low Engagement,11.96,LOW_RISK,0,0,0
C14075,Dormant/Low Engagement,5.73,LOW_RISK,0,0,0
C14076,Revolvers,13.67,LOW_RISK,0,1,0
C14077,Revolvers,22.09,LOW_RISK,1,0,0
C14078,Dormant/Low Engagement,18.84,LOW_RISK,0,0,0
C14079,Revolvers,10.37,LOW_RISK,1,0,0
C14080,Dormant/Low Engagement,19.78,LOW_RISK,0,0,0
C14081,Revolvers,13.86,LOW_RISK,0,0,0
C14082,Transactors,22.02,LOW_RISK,0,0,0
C14083,Revolvers,22.55,LOW_RISK,1,0,0
C14084,Revolvers,8.77,LOW_RISK,1,0,0
C14085,Revolvers,7.75,HIGH_RISK,1,0,0
C14086,Revolvers,17.52,HIGH_RISK,1,1,0
C14087,Dormant/Low Engagement,2.84,LOW_RISK,0,0,0
C14088,Dormant/Low Engagement,5.78,LOW_RISK,0,0,0
C14089,Revolvers,11.63,LOW_RISK,0,0,0
C14090,Revolvers,8.67,LOW_RISK,1,0,0
C14091,Revolvers,31.24,LOW_RISK,0,1,0
C14092,Dormant/Low Engagement,1.26,LOW_RISK,0,0,0
C14094,Revolvers,54.94,MEDIUM_RISK,1,0,0
C14095,Revolvers,8.33,HIGH_RISK,1,1,0
C14096,Cash Advance Users,38.31,LOW_RISK,1,0,0
C14097,Dormant/Low Engagement,2.14,LOW_RISK,0,0,0
C14098,Revolvers,25.52,LOW_RISK,1,0,0
C14099,Revolvers,15.8,LOW_RISK,0,0,0
C14100,Dormant/Low Engagement,18.48,LOW_RISK,0,0,0
C14101,Cash Advance Users,24.98,LOW_RISK,1,0,0
C14102,Revolvers,8.48,LOW_RISK,1,0,0
C14103,Dormant/Low Engagement,5.88,LOW_RISK,0,0,0
C14104,Revolvers,9.0,LOW_RISK,1,0,0
C14105,Dormant/Low Engagement,5.9,LOW_RISK,0,0,0
C14106,Revolvers,13.39,LOW_RISK,0,1,0
C14107,Dormant/Low Engagement,5.66,LOW_RISK,0,0,0
C14108,Revolvers,17.68,LOW_RISK,1,0,0
C14109,Transactors,26.47,LOW_RISK,0,0,0
C14111,Revolvers,15.88,LOW_RISK,0,1,0
C14112,Cash Advance Users,17.76,HIGH_RISK,1,1,0
C14113,Revolvers,22.13,LOW_RISK,0,0,0
C14114,Revolvers,17.41,HIGH_RISK,1,1,0
C14115,Dormant/Low Engagement,17.82,LOW_RISK,0,0,0
C14116,Revolvers,12.24,LOW_RISK,1,0,0
C14117,Dormant/Low Engagement,8.29,LOW_RISK,0,0,0
C14119,Revolvers,15.56,HIGH_RISK,1,1,0
C14120,Cash Advance Users,37.05,LOW_RISK,0,0,0
C14121,Dormant/Low Engagement,9.7,LOW_RISK,0,0,0
C14122,Cash Advance Users,25.48,LOW_RISK,1,0,0
C14123,Dormant/Low Engagement,21.86,LOW_RISK,1,0,0
C14124,Transactors,15.66,LOW_RISK,0,0,0
C14125,Revolvers,27.34,LOW_RISK,1,0,0
C14126,Transactors,44.46,LOW_RISK,0,0,0
C14127,Dormant/Low Engagement,16.58,LOW_RISK,0,0,0
C14128,Dormant/Low Engagement,28.17,LOW_RISK,0,0,0
C14129,Dormant/Low Engagement,13.6,LOW_RISK,0,0,0
C14130,Cash Advance Users,40.73,LOW_RISK,1,0,0
C14131,Cash Advance Users,25.38,LOW_RISK,1,0,0
C14132,Cash Advance Users,36.46,LOW_RISK,1,0,0
C14133,Dormant/Low Engagement,9.87,LOW_RISK,0,0,0
C14134,Revolvers,8.4,LOW_RISK,1,0,0
C14135,Revolvers,53.68,MEDIUM_RISK,1,0,0
C14136,Revolvers,13.75,LOW_RISK,1,0,0
C14137,Dormant/Low Engagement,1.47,LOW_RISK,0,0,0
C14138,Revolvers,10.86,LOW_RISK,1,0,0
C14139,Dormant/Low Engagement,17.1,LOW_RISK,0,0,0
C14140,Revolvers,13.82,LOW_RISK,1,0,0
C14141,Dormant/Low Engagement,21.73,LOW_RISK,0,0,0
C14142,Cash Advance Users,67.82,MEDIUM_RISK,1,0,1
C14143,Dormant/Low Engagement,37.23,LOW_RISK,0,0,0
C14144,Transactors,77.95,HIGH_RISK,0,0,1
C14145,Revolvers,15.79,LOW_RISK,0,1,0
C14146,Dormant/Low Engagement,6.61,LOW_RISK,0,0,0
C14147,Dormant/Low Engagement,22.25,LOW_RISK,0,0,0
C14148,Revolvers,7.5,HIGH_RISK,1,0,0
C14149,Dormant/Low Engagement,0.63,LOW_RISK,0,0,0
C14150,Dormant/Low Engagement,6.76,LOW_RISK,0,0,0
C14151,Revolvers,19.36,LOW_RISK,0,0,0
C14152,Revolvers,8.02,LOW_RISK,1,0,0
C14153,Dormant/Low Engagement,2.16,LOW_RISK,0,0,0
C14154,Cash Advance Users,24.93,HIGH_RISK,1,0,0
C14155,Revolvers,26.82,LOW_RISK,1,0,0
C14156,Dormant/Low Engagement,7.99,LOW_RISK,0,0,0
C14157,Revolvers,30.83,LOW_RISK,1,0,0
C14158,Dormant/Low Engagement,14.88,LOW_RISK,0,0,0
C14159,Dormant/Low Engagement,12.52,LOW_RISK,0,0,0
C14161,Revolvers,7.04,HIGH_RISK,1,1,0
C14162,Dormant/Low Engagement,25.94,LOW_RISK,0,0,0
C14163,Transactors,26.43,LOW_RISK,0,0,0
C14164,Revolvers,25.49,LOW_RISK,0,1,0
C14165,Dormant/Low Engagement,10.61,LOW_RISK,0,0,0
C14166,Dormant/Low Engagement,5.29,LOW_RISK,0,0,0
C14167,Revolvers,8.0,HIGH_RISK,1,0,0
C14168,Dormant/Low Engagement,16.73,LOW_RISK,0,0,0
C14169,Dormant/Low Engagement,4.61,LOW_RISK,0,0,0
C14170,Revolvers,20.63,LOW_RISK,0,1,0
C14171,Revolvers,24.79,LOW_RISK,1,0,0
C14172,Dormant/Low Engagement,26.43,LOW_RISK,1,0,0
C14173,Dormant/Low Engagement,16.39,LOW_RISK,0,0,0
C14174,Revolvers,15.63,LOW_RISK,0,1,0
C14175,Dormant/Low Engagement,8.46,LOW_RISK,0,0,0
C14177,Revolvers,7.39,HIGH_RISK,1,1,0
C14178,Cash Advance Users,48.95,LOW_RISK,1,0,0
C14179,Revolvers,6.31,HIGH_RISK,1,1,0
C14180,Revolvers,9.72,LOW_RISK,1,0,0
C14181,Revolvers,16.85,LOW_RISK,1,0,0
C14182,Revolvers,7.23,LOW_RISK,1,0,0
C14183,Dormant/Low Engagement,9.37,LOW_RISK,0,0,0
C14184,Dormant/Low Engagement,5.73,LOW_RISK,0,0,0
C14185,Cash Advance Users,27.27,LOW_RISK,1,0,0
C14186,Revolvers,12.42,LOW_RISK,1,0,0
C14187,Revolvers,13.15,LOW_RISK,0,0,0
C14188,Transactors,14.35,LOW_RISK,0,0,0
C14189,Dormant/Low Engagement,1.11,LOW_RISK,0,0,0
C14190,Cash Advance Users,45.39,HIGH_RISK,1,1,0
C14191,Dormant/Low Engagement,8.35,LOW_RISK,0,0,0
C14192,Dormant/Low Engagement,10.18,LOW_RISK,0,0,0
C14193,Revolvers,7.52,LOW_RISK,1,0,0
C14194,Dormant/Low Engagement,7.79,LOW_RISK,0,0,0
C14195,Revolvers,8.71,LOW_RISK,1,0,0
C14196,Revolvers,12.24,LOW_RISK,0,0,0
C14197,Transactors,31.42,LOW_RISK,0,0,0
C14198,Dormant/Low Engagement,7.28,LOW_RISK,0,0,0
C14199,Revolvers,10.26,HIGH_RISK,1,1,0
C14200,Revolvers,9.46,LOW_RISK,1,0,0
C14201,Transactors,13.75,LOW_RISK,0,0,0
C14202,Transactors,61.71,MEDIUM_RISK,0,1,1
C14203,Transactors,24.32,LOW_RISK,0,1,0
C14204,Transactors,27.25,LOW_RISK,0,0,0
C14205,Cash Advance Users,60.05,MEDIUM_RISK,1,0,1
C14206,Revolvers,12.27,LOW_RISK,0,1,0
C14207,Cash Advance Users,51.74,MEDIUM_RISK,1,0,0
C14208,Dormant/Low Engagement,15.03,LOW_RISK,0,0,0
C14209,Revolvers,7.53,LOW_RISK,1,0,0
C14210,Revolvers,6.15,LOW_RISK,1,0,0
C14211,Revolvers,8.19,LOW_RISK,1,0,0
C14212,Transactors,15.38,LOW_RISK,0,0,0
C14213,Cash Advance Users,22.66,LOW_RISK,1,0,0
C14214,Revolvers,16.83,LOW_RISK,1,0,0
C14215,Dormant/Low Engagement,6.2,LOW_RISK,0,0,0
C14216,Cash Advance Users,25.33,LOW_RISK,1,0,0
C14217,Revolvers,8.55,HIGH_RISK,1,1,0
C14218,Transactors,61.79,MEDIUM_RISK,0,0,1
C14219,Cash Advance Users,38.24,LOW_RISK,1,0,0
C14220,Revolvers,8.89,LOW_RISK,0,0,0
C14221,Transactors,29.69,LOW_RISK,0,0,0
C14222,Dormant/Low Engagement,10.23,LOW_RISK,0,0,0
C14223,Revolvers,21.05,LOW_RISK,1,0,0
C14224,Revolvers,16.11,LOW_RISK,0,1,0
C14225,Dormant/Low Engagement,9.85,LOW_RISK,0,0,0
C14226,Transactors,15.37,LOW_RISK,0,1,0
C14227,Revolvers,16.7,LOW_RISK,0,0,0
C14228,Transactors,47.07,LOW_RISK,0,0,0
C14229,Revolvers,8.19,LOW_RISK,1,0,0
C14230,Dormant/Low Engagement,14.83,LOW_RISK,0,0,0
C14231,Revolvers,14.5,LOW_RISK,0,1,0
C14232,Revolvers,18.87,LOW_RISK,1,0,0
C14233,Dormant/Low Engagement,9.1,LOW_RISK,0,0,0
C14234,Revolvers,12.13,LOW_RISK,1,0,0
C14235,Transactors,18.63,LOW_RISK,0,0,0
C14236,Dormant/Low Engagement,13.35,LOW_RISK,0,0,0
C14237,Revolvers,12.5,LOW_RISK,1,0,0
C14238,Transactors,29.62,LOW_RISK,0,0,0
C14239,Revolvers,30.91,LOW_RISK,1,0,0
C14240,Dormant/Low Engagement,10.48,LOW_RISK,0,0,0
C14241,Cash Advance Users,25.9,LOW_RISK,1,0,0
C14242,Transactors,18.68,LOW_RISK,0,0,0
C14243,Dormant/Low Engagement,7.53,LOW_RISK,0,0,0
C14244,Revolvers,26.14,LOW_RISK,1,0,0
C14245,Revolvers,38.68,LOW_RISK,1,0,0
C14246,Dormant/Low Engagement,7.99,LOW_RISK,0,0,0
C14247,Revolvers,18.27,LOW_RISK,1,0,0
C14248,Revolvers,21.81,LOW_RISK,1,0,0
C14249,Transactors,35.0,LOW_RISK,0,0,0
C14250,Dormant/Low Engagement,2.85,LOW_RISK,0,0,0
C14251,Transactors,30.5,LOW_RISK,0,0,0
C14252,Dormant/Low Engagement,2.57,LOW_RISK,0,0,0
C14253,Revolvers,20.89,LOW_RISK,1,0,0
C14254,Transactors,35.86,LOW_RISK,0,1,0
C14255,Revolvers,19.83,LOW_RISK,0,0,0
C14256,Cash Advance Users,68.11,MEDIUM_RISK,0,0,1
C14257,Dormant/Low Engagement,4.66,LOW_RISK,0,0,0
C14258,Transactors,21.75,LOW_RISK,0,0,0
C14259,Revolvers,14.2,HIGH_RISK,1,1,0
C14260,Cash Advance Users,26.2,LOW_RISK,1,0,0
C14261,Revolvers,6.77,HIGH_RISK,1,0,0
C14262,Dormant/Low Engagement,30.68,LOW_RISK,0,0,0
C14263,Dormant/Low Engagement,7.41,LOW_RISK,0,0,0
C14264,Cash Advance Users,26.11,LOW_RISK,1,0,0
C14265,Dormant/Low Engagement,9.11,LOW_RISK,0,0,0
C14266,Revolvers,39.93,LOW_RISK,0,0,0
C14267,Dormant/Low Engagement,14.78,LOW_RISK,0,0,0
C14268,Dormant/Low Engagement,8.08,LOW_RISK,0,0,0
C14269,Dormant/Low Engagement,5.47,LOW_RISK,0,0,0
C14270,Dormant/Low Engagement,5.84,LOW_RISK,0,0,0
C14271,Revolvers,29.69,LOW_RISK,0,0,0
C14272,Dormant/Low Engagement,4.09,LOW_RISK,0,0,0
C14273,Dormant/Low Engagement,2.93,LOW_RISK,0,0,0
C14274,Revolvers,24.65,LOW_RISK,1,0,0
C14275,Revolvers,23.16,LOW_RISK,1,0,0
C14276,Dormant/Low Engagement,7.16,LOW_RISK,0,0,0
C14277,Dormant/Low Engagement,7.48,LOW_RISK,0,0,0
C14278,Revolvers,18.06,LOW_RISK,0,0,0
C14279,Revolvers,6.62,HIGH_RISK,1,0,0
C14280,Dormant/Low Engagement,3.5,LOW_RISK,0,0,0
C14281,Revolvers,10.83,LOW_RISK,1,0,0
C14282,Revolvers,8.07,HIGH_RISK,1,0,0
C14283,Dormant/Low Engagement,41.73,LOW_RISK,0,0,0
C14284,Revolvers,10.54,LOW_RISK,1,0,0
C14285,Dormant/Low Engagement,12.43,LOW_RISK,0,0,0
C14286,Revolvers,11.01,LOW_RISK,0,0,0
C14287,Revolvers,9.86,LOW_RISK,1,0,0
C14288,Revolvers,13.08,LOW_RISK,1,0,0
C14289,Dormant/Low Engagement,7.19,LOW_RISK,0,0,0
C14290,Dormant/Low Engagement,5.1,LOW_RISK,0,0,0
C14291,Revolvers,10.99,HIGH_RISK,1,0,0
C14292,Dormant/Low Engagement,15.16,LOW_RISK,0,0,0
C14293,Dormant/Low Engagement,3.71,LOW_RISK,0,0,0
C14294,Revolvers,28.42,LOW_RISK,1,0,0
C14295,Revolvers,22.67,LOW_RISK,0,0,0
C14297,Dormant/Low Engagement,4.58,LOW_RISK,0,0,0
C14298,Transactors,29.91,LOW_RISK,0,0,0
C14299,Dormant/Low Engagement,3.71,LOW_RISK,0,0,0
C14300,Dormant/Low Engagement,14.15,LOW_RISK,0,0,0
C14301,Dormant/Low Engagement,16.84,LOW_RISK,0,0,0
C14302,Dormant/Low Engagement,0.65,LOW_RISK,0,0,0
C14303,Revolvers,18.37,LOW_RISK,0,1,0
C14304,Revolvers,20.5,HIGH_RISK,0,0,0
C14305,Dormant/Low Engagement,1.9,LOW_RISK,0,0,0
C14306,Dormant/Low Engagement,16.02,LOW_RISK,0,0,0
C14307,Dormant/Low Engagement,20.37,LOW_RISK,0,0,0
C14308,Revolvers,36.6,LOW_RISK,1,0,0
C14309,Dormant/Low Engagement,6.39,LOW_RISK,0,0,0
C14310,Revolvers,11.5,LOW_RISK,0,1,0
C14311,Cash Advance Users,31.82,LOW_RISK,1,0,0
C14312,Cash Advance Users,25.32,LOW_RISK,1,0,0
C14313,Cash Advance Users,43.99,LOW_RISK,1,0,0
C14314,Dormant/Low Engagement,6.54,LOW_RISK,0,0,0
C14315,Revolvers,20.35,LOW_RISK,0,1,0
C14316,Dormant/Low Engagement,20.46,LOW_RISK,0,0,0
C14317,Dormant/Low Engagement,18.53,LOW_RISK,0,0,0
C14318,Dormant/Low Engagement,2.39,LOW_RISK,0,0,0
C14319,Dormant/Low Engagement,4.53,LOW_RISK,0,0,0
C14320,Revolvers,7.18,HIGH_RISK,1,1,0
C14322,Transactors,29.27,LOW_RISK,0,0,0
C14323,Revolvers,12.39,HIGH_RISK,1,1,0
C14324,Transactors,49.56,LOW_RISK,0,0,0
C14325,Dormant/Low Engagement,2.66,LOW_RISK,0,0,0
C14326,Dormant/Low Engagement,3.3,LOW_RISK,0,0,0
C14327,Dormant/Low Engagement,5.45,LOW_RISK,0,0,0
C14328,Revolvers,30.1,LOW_RISK,1,0,0
C14329,Dormant/Low Engagement,7.89,LOW_RISK,0,0,0
C14330,Transactors,23.82,LOW_RISK,0,0,0
C14331,Dormant/Low Engagement,35.06,LOW_RISK,0,0,0
C14332,Revolvers,25.84,LOW_RISK,1,0,0
C14333,Cash Advance Users,18.45,HIGH_RISK,1,1,0
C14334,Transactors,21.33,LOW_RISK,0,0,0
C14335,Revolvers,13.13,LOW_RISK,1,0,0
C14336,Revolvers,11.64,LOW_RISK,0,0,0
C14337,Revolvers,7.79,LOW_RISK,1,0,0
C14338,Transactors,87.37,HIGH_RISK,0,0,1
C14339,Transactors,32.87,LOW_RISK,0,0,0
C14340,Dormant/Low Engagement,4.97,LOW_RISK,0,0,0
C14341,Revolvers,15.94,HIGH_RISK,1,1,0
C14342,Dormant/Low Engagement,5.77,LOW_RISK,0,0,0
C14343,Dormant/Low Engagement,3.47,LOW_RISK,0,0,0
C14344,Dormant/Low Engagement,4.73,LOW_RISK,0,0,0
C14345,Dormant/Low Engagement,6.44,LOW_RISK,0,0,0
